s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
277.2245909, 89663.2846019, 43165.4520298, -0.3689392, -0.0853271, 8.2720088, -1.0831057
278.2218017, 89663.7269646, 43166.4049467, -0.5178188, -0.1694311, 8.1403907, -0.3613475
279.2190124, 89664.3174959, 43167.2692330, -0.6690170, -0.0994734, 8.0960040, -5.5148554
280.2162232, 89664.8858321, 43167.9568114, -0.6835732, 0.0971655, 7.3855491, -2.2655556
281.2134340, 89665.4662099, 43168.6846614, -0.7145769, -0.1992680, 7.0730377, -0.2323336
282.2106447, 89666.2422472, 43169.3715074, -0.9835675, -0.2421088, 7.0402053, -0.2323336
283.2078555, 89667.0923556, 43169.8326913, -1.1434569, -0.1177362, 7.0072191, 5.0520627
284.2050662, 89668.0668450, 43170.2114844, -1.2548307, -0.1067589, 7.6926629, -2.3440744
285.2022770, 89669.0311501, 43170.4633486, -1.3880063, -0.1818540, 7.3825463, -0.2531118
286.1994878, 89670.0560472, 43170.5406655, -1.6108879, -0.2222338, 7.3482773, -0.2531118
287.1966985, 89671.0028623, 43170.4187773, -1.7631693, -0.0802373, 7.3138476, 5.0492545
288.1939093, 89671.9055319, 43170.2176254, -1.8204329, -0.0821677, 7.9726225, 5.0020498
289.1911200, 89672.8481850, 43169.9289284, -1.9217422, -0.1201250, 8.5754828, 2.8214226
290.1883308, 89673.8330709, 43169.4880694, -2.0659323, -0.1441602, 8.8975284, 0.2163222
291.1855415, 89674.6726328, 43168.9619264, -2.1888957, -0.1073178, 8.9217402, 3.0846665
292.1827523, 89675.4693575, 43168.3313970, -2.2893802, -0.0938194, 9.2601066, 3.5530748
293.1799631, 89676.1890307, 43167.6396346, -2.3845117, -0.1002847, 9.6351389, 2.2548098
294.1771738, 89676.8456616, 43166.8654879, -2.4927948, -0.1067401, 9.8657460, 1.1544209
295.1743846, 89677.4027940, 43166.0488081, -2.5892997, -0.0841657, 9.9817506, 3.1470803
296.1715953, 89677.8861286, 43165.1993678, -2.6526547, -0.0440146, 10.2913532, 4.8035377
297.1688061, 89678.3197344, 43164.3453412, -2.6927133, -0.0492382, 10.7467311, 4.7586302
298.1660169, 89678.7231665, 43163.4470569, -2.7485634, -0.0634092, 11.1795771, 3.4890719
299.1632276, 89679.0840244, 43162.4839657, -2.8193404, -0.0733922, 11.4865845, 1.6980363
300.1604384, 89679.3733347, 43161.4953533, -2.8924967, -0.0646603, 11.6330660, -1.3418144
301.1576491, 89679.5943682, 43160.4937054, -2.9555513, -0.0602021, 11.5174685, -4.0936645
302.1548599, 89679.7480247, 43159.5131319, -3.0180555, -0.0681985, 11.1574006, -2.3306274
303.1520707, 89679.8341390, 43158.5097243, -3.0971160, -0.0853736, 10.9471154, -2.0609377
304.1492814, 89679.8353669, 43157.4894660, 3.1010501, -0.0760885, 10.7577394, -2.9576330
305.1464922, 89679.7684533, 43156.5525658, 3.0456678, -0.0371972, 10.4799900, -4.6664775
306.1437029, 89679.6576306, 43155.5996190, 2.9977191, -0.0776410, 10.0261292, -0.6359559
307.1409137, 89679.4699981, 43154.6265716, 2.8975770, -0.1191810, 9.9626754, -0.4609480
308.1381244, 89679.1683130, 43153.6725070, 2.7725902, -0.1220311, 9.9164297, -0.4609480
309.1353352, 89678.7651466, 43152.7864145, 2.6574440, -0.1166715, 9.8699672, -0.1836217
310.1325460, 89678.2363327, 43151.9128250, 2.5361009, -0.1223363, 9.8513976, -0.4507084
311.1297567, 89677.6073889, 43151.1174789, 2.4084381, -0.1248035, 9.8056683, -0.4507084
312.1269675, 89676.8987126, 43150.4214849, 2.2864241, -0.1215920, 9.7597248, -0.0284058
313.1241782, 89676.1038536, 43149.8114623, 2.1640430, -0.1233192, 9.7568220, -0.1856748
314.1213890, 89675.2287106, 43149.2985750, 2.0384103, -0.1184163, 9.7378263, 0.3266489
315.1185998, 89674.2925782, 43148.8919537, 1.9249379, -0.1054611, 9.7712198, 1.4833734
316.1158105, 89673.3471848, 43148.5966589, 1.8225617, -0.1030603, 9.9214520, 1.3938196
317.1130213, 89672.3701125, 43148.3990448, 1.7187431, -0.0967365, 10.0605702, 1.7343626
318.1102320, 89671.3573485, 43148.2916208, 1.6424957, -0.0478765, 10.2310372, 4.8093401
319.1074428, 89670.4026220, 43148.2348186, 1.6295728, 0.0249634, 10.6895264, 4.7643782
320.1046535, 89669.4646540, 43148.1640042, 1.6622641, 0.0301329, 11.1251136, 4.7198368
321.1018643, 89668.4858704, 43148.0624179, 1.6832459, 0.0126156, 11.5404288, 4.6757117
322.0990751, 89667.4680886, 43147.9432948, 1.6898278, 0.0046186, 11.9376227, 4.6319992
323.0962858, 89666.5057913, 43147.8254242, 1.6961056, 0.0082291, 12.3184819, -7.9298329
324.0934966, 89665.4900743, 43147.6924505, 1.7065306, 0.0123085, 11.6588836, -10.1394432
325.0907073, 89664.4633228, 43147.5445434, 1.7224217, 0.0207674, 10.7567301, -7.6840822
326.0879181, 89663.4397524, 43147.3722575, 1.7573276, 0.0476825, 10.0190790, -5.0011828
327.0851289, 89662.4685445, 43147.1596449, 1.8209903, 0.0821016, 9.5082846, -1.6035092
328.0823396, 89661.5562720, 43146.8815169, 1.9194285, 0.1239005, 9.3385975, -1.5570617
329.0795504, 89660.6001408, 43146.4616633, 2.0501484, 0.1265317, 9.1708215, -1.7413502
330.0767611, 89659.7572624, 43145.9537154, 2.1770260, 0.1319171, 8.9794755, -0.3744570
331.0739719, 89659.0085065, 43145.3591559, 2.3097287, 0.1502175, 8.9377936, -0.3744570
332.0711827, 89658.3400556, 43144.6518344, 2.4584750, 0.1461248, 8.8959165, 0.0651159
333.0683934, 89657.7515781, 43143.8195928, 2.5858461, 0.1004968, 8.9032128, 3.6623347
334.0656042, 89657.2902089, 43142.9944721, 2.6770526, 0.0955905, 9.3043773, 3.3187853
335.0628149, 89656.8837372, 43142.0735435, 2.7759413, 0.1022070, 9.6535224, 2.0384515
336.0600257, 89656.5665598, 43141.0845201, 2.8889080, 0.1124031, 9.8618470, 0.6122364
337.0572364, 89656.3685444, 43140.1163811, 2.9863710, 0.0856580, 9.9235620, 3.1030379
338.0544472, 89656.2524892, 43139.1222216, 3.0607204, 0.0636288, 10.2306329, 4.8093788
339.0516580, 89656.2001938, 43138.1201133, 3.1151183, 0.0452386, 10.6891430, 4.7644167
340.0488687, 89656.1941283, 43137.1150757, -3.1295086, 0.0313331, 11.1247487, 4.7198748
341.0460795, 89656.2193261, 43136.1185690, -3.1055718, 0.0165525, 11.5400803, 4.6757494
342.0432902, 89656.2606285, 43135.1287932, -3.0967421, 0.0011816, 11.9372890, 4.6320366
343.0405010, 89656.3039699, 43134.1250888, -3.1023221, -0.0121109, 12.3181614, 4.5887323
344.0377118, 89656.3349189, 43133.1265037, -3.1211733, -0.0257864, 12.6842015, 4.5458330
345.0349225, 89656.3401676, 43132.1378602, 3.1293767, -0.0404417, 13.0366896, 2.3430192
346.0321333, 89656.3046941, 43131.1244281, 3.0816372, -0.0537381, 13.2146980, -0.8109881
347.0293440, 89656.2155527, 43130.1286879, 3.0203775, -0.0693598, 13.1533566, -29.2790401
348.0265548, 89656.0620619, 43129.1651547, 2.9437922, -0.0882411, 10.7058882, -2.1949752
